CHROM	START	END	BRCA_METH	BRCA_DEPTH	CEAD_METH	CEAD_DEPTH	CESC_METH	CESC_DEPTH	COAD_METH	COAD_DEPTH	OV_METH	OV_DEPTH	READ_METH	READ_DEPTH	bcell_METH	bcell_DEPTH	cd4tcell_METH	cd4tcell_DEPTH	cd8tcell_METH	cd8tcell_DEPTH	erythroblast_METH	erythroblast_DEPTH	monocyte_METH	monocyte_DEPTH	naturalkillercell_METH	naturalkillercell_DEPTH	neutrophil_METH	neutrophil_DEPTH
chr19	6753398	6753502	290.0	428	7.0	76	11.0	14	5.0	262	28.0	92	4.0	60	4.0	488	481.0	2395	165.0	702	1.0	1297	0.08299690169937096	971	100.0	787	9.0	3079
chr19	9663201	9663717	883.0	1047	84.0	92	51.0	58	210.0	248	55.0	109	264.0	297	752.0	798	871.0	920	372.0	393	433.0	465	452.0	533	443.0	485	1500.0	1973
chr19	10797069	10798447	3156.0	3936	192.0	263	176.0	242	1134.0	1513	232.0	320	864.0	1094	2802.0	3429	4394.0	6383	1638.0	3005	3916.0	4123	4178.0	4451	412.0	2986	11504.0	13130
chr19	16218208	16218404	488.0	528	35.0	40	26.0	27	231.0	251	65.0	78	139.0	156	529.0	615	1160.0	1326	110.0	384	697.0	763	742.0	771	751.0	802	2484.0	2565
chr19	16334992	16335371	1978.0	2118	106.0	114	115.0	122	825.0	911	233.0	265	425.0	496	1481.0	1598	4717.0	4855	1631.0	1947	2081.0	2335	2212.0	2275	182.0	2649	8289.0	8601
chr19	16360791	16361117	865.0	1141	53.0	77	62.0	101	338.0	394	115.0	146	272.0	303	634.0	752	143.0	798	586.0	738	444.0	507	509.0	766	784.0	889	3216.0	3372
chr19	38792614	38792940	833.0	1336	0.09841594276954523	110	0.09841594276954523	25	95.0	665	11.0	159	93.0	726	120.0	1467	1021.0	5623	452.0	2276	698.0	3273	46.0	2813	264.0	3103	219.0	9736
chr19	41426113	41426776	1670.0	1956	119.0	124	61.0	77	932.0	1072	178.0	210	116.0	647	1920.0	2021	8755.0	9171	2406.0	2504	4224.0	4560	3065.0	3544	2909.0	3110	7715.0	10078
chr19	46736789	46737375	1097.0	1280	62.0	75	59.0	73	544.0	645	120.0	146	355.0	418	1149.0	1197	3570.0	3700	1300.0	1354	581.0	1307	1352.0	1788	1379.0	1464	3338.0	4640
chr19	51811381	51811656	1052.0	1211	113.0	129	47.0	58	496.0	608	117.0	152	156.0	195	616.0	786	3129.0	3270	791.0	851	1442.0	1726	45.0	923	997.0	1077	3639.0	4114
chr19	55326430	55326947	1712.0	2016	104.0	115	74.0	81	737.0	975	146.0	184	314.0	515	1323.0	1451	4651.0	4870	1272.0	1347	2296.0	2523	150.0	1709	1656.0	1805	826.0	4708
chr19	58396640	58396946	468.0	1609	3.0	116	8.0	121	1285.0	1632	19.0	186	81.0	536	165.0	1082	2125.0	13006	540.0	3005	3261.0	7171	114.0	4027	334.0	3747	500.0	11670
chr19	58513978	58514084	11.0	660	1.0	60	0.014309052067188875	90	5.0	555	62.0	162	0.014309052067188875	244	22.0	889	71.0	5610	30.0	1363	23.0	4077	0.014309052067188875	2023	38.0	1910	164.0	6230
chr20	21100433	21101313	3660.0	6727	96.0	270	144.0	449	54.0	2435	43.0	392	13.0	1793	215.0	5789	445.0	11850	213.0	6479	30.0	4732	123.0	7704	164.0	6892	398.0	23505
chr20	23087054	23087174	746.0	998	54.0	63	62.0	69	324.0	400	78.0	83	143.0	219	563.0	795	3501.0	3897	1023.0	1141	1056.0	1329	5.0	1506	733.0	1037	2109.0	4260
chr20	33408706	33409623	1336.0	1605	96.0	117	58.0	74	524.0	658	138.0	155	583.0	689	96.0	1724	3050.0	3436	1223.0	1454	1618.0	1869	1395.0	1720	1199.0	1499	4563.0	5909
chr20	34778144	34779236	3510.0	3734	135.0	165	163.0	179	910.0	1012	363.0	429	1155.0	1250	2485.0	2646	2734.0	2858	1509.0	1577	1479.0	1564	1756.0	2285	1898.0	2011	5698.0	7132
chr20	37015575	37015727	817.0	928	41.68558340755821	41	51.68558340755821	51	201.0	252	113.0	117	362.0	385	867.0	908	88.0	572	177.0	326	548.0	580	615.0	626	320.0	426	2535.0	2647
chr20	45946208	45946334	500.0	604	39.0	42	57.64427760483428	57	300.0	339	65.0	73	247.0	285	469.0	508	2254.0	2328	608.0	766	1208.0	1282	528.0	795	208.0	810	2313.0	3033
chr20	47895202	47895998	3754.0	8544	399.0	685	205.0	299	621.0	1552	467.0	797	919.0	4694	2092.0	2649	30172.0	37364	10773.0	14164	21193.0	30718	11118.0	13721	7684.0	10261	37573.0	48052
chr20	50810031	50811081	3652.0	4110	242.0	270	147.0	218	989.0	1228	247.0	330	1040.0	1293	508.0	2841	4815.0	5032	1493.0	1649	2627.0	2863	2361.0	2473	1927.0	2065	7895.0	8296
chr20	53660234	53660453	1563.0	2642	93.0	132	166.0	169	382.0	949	56.0	385	239.0	1115	20.0	2406	105.0	5843	20.0	1902	103.0	2889	130.0	2612	51.0	2142	128.0	6641
chr20	62185863	62186228	1106.0	1370	84.0	89	52.0	77	320.0	456	70.0	141	398.0	483	813.0	921	2499.0	2620	1061.0	1131	1456.0	1546	384.0	1250	1184.0	1281	14.0	4621
chr20	62652090	62652589	45.0	1991	6.0	101	4.0	101	27.0	605	8.0	170	22.0	877	315.0	1935	782.0	3891	317.0	1769	1790.0	2440	60.0	2872	65.0	2285	1294.0	8341
chr20	63657675	63658189	1492.0	2443	44.0	80	49.0	63	742.0	1344	76.0	243	621.0	1034	667.0	1965	3646.0	7739	1100.0	2812	1907.0	5424	1382.0	3813	1292.0	3603	3885.0	11268
chr20	63906214	63907632	4105.0	4501	196.0	215	146.0	161	1035.0	1194	297.0	374	1449.0	1698	2959.0	3105	3117.0	3181	2258.0	2332	1479.0	1635	2564.0	2951	2276.0	2401	1935.0	8177
chr21	33554803	33554904	874.0	942	59.0	64	74.0	78	279.0	305	81.0	89	168.0	176	397.0	407	394.0	1036	535.0	575	688.0	707	774.0	793	629.0	664	2569.0	2628
chr21	46561572	46562064	1412.0	1540	115.0	120	37.0	44	505.0	543	140.0	147	271.0	295	1218.0	1262	1527.0	1692	261.0	754	1055.0	1129	1181.0	1210	775.0	823	3677.0	3793
chr22	19723247	19723629	1744.0	2527	91.0	157	22.0	70	81.0	1331	118.0	271	40.0	958	177.0	2817	629.0	14213	221.0	4996	16.0	7146	48.0	5414	53.0	5829	482.0	18702
chr22	31918005	31918379	821.0	1050	87.0	108	44.0	66	282.0	368	121.0	183	179.0	276	867.0	1016	1304.0	1351	1056.0	1141	626.0	676	491.0	972	1137.0	1240	234.0	3339
chr22	40413664	40414237	1630.0	1934	134.0	152	78.0	92	731.0	861	150.0	169	458.0	549	494.0	1952	3154.0	3221	1500.0	1551	1639.0	1744	1646.0	1808	1741.0	1876	6496.0	6762
chr22	46053941	46054656	58.0	2006	6.0	123	0.05184347919694279	67	22.0	1221	2.0	270	3.0	767	109.0	2177	445.0	7320	95.0	2658	1466.0	4135	32.0	3910	43.0	2644	127.0	9860
